日期,觀測時間(hour),測站氣壓(hPa),海平面氣壓(hPa),氣溫(℃),露點溫度(℃),相對溼度(%),風速(m/s),風向(360degree),最大瞬間風(m/s),最大瞬間風風向(360degree),降水量(mm),降水時數(h),全天空日射量(MJ/㎡),紫外線指數
2024-04-01,12,1007.2,1010.6,31.5,22.0,57,1.7,290,5.3,300,0.0,0.0,2.75,8
2024-04-01,13,1005.7,1009.1,31.9,22.3,57,1.5,220,5.3,280,0.0,0.0,3.39,9
2024-04-01,14,1004.6,1008.0,32.3,22.4,56,1.0,290,3.8,310,0.0,0.0,2.93,7
2024-04-01,15,1004.4,1007.8,31.0,23.9,66,2.9,350,8.1,350,0.0,0.0,2.2,4
2024-04-01,16,1004.5,1007.9,30.3,24.5,71,3.5,340,7.3,350,0.0,0.0,1.23,2
2024-04-01,17,1004.6,1008.0,29.0,24.1,75,2.5,10,5.6,340,0.0,0.0,0.46,0
2024-04-01,18,1005.1,1008.6,28.1,23.3,75,2.0,90,4.5,80,0.0,0.0,0.05,0
2024-04-01,19,1005.2,1008.7,27.7,22.9,75,2.1,90,4.1,80,0.0,0.0,0.0,0
2024-04-01,20,1005.2,1008.7,27.4,23.0,77,2.0,90,4.8,80,0.0,0.0,0.0,0
2024-04-01,21,1005.7,1009.2,26.7,23.0,80,2.4,100,4.9,130,0.0,0.0,0.0,0
2024-04-01,22,1006.2,1009.7,26.7,23.0,80,1.3,80,4.3,90,0.0,0.0,0.0,0
2024-04-01,23,1006.7,1010.2,26.6,23.3,82,0.3,150,2.1,110,0.0,0.0,0.0,0
2024-04-01,24,1006.6,1010.1,26.6,23.1,81,0.9,130,2.2,130,0.0,0.0,0.0,0
2024-04-02,1,1006.0,1009.5,26.2,23.1,83,1.2,150,2.5,130,0.0,0.0,0.0,0
2024-04-02,2,1005.3,1008.8,25.4,23.1,87,0.9,120,2.4,130,0.0,0.0,0.0,0
2024-04-02,3,1005.3,1008.8,25.0,23.1,89,1.5,150,3.3,180,0.0,0.0,0.0,0
2024-04-02,4,1005.8,1009.3,24.6,23.0,91,0.8,140,3.0,110,0.0,0.0,0.0,0
2024-04-02,5,1007.1,1010.6,24.5,22.6,89,0.9,190,2.3,140,0.0,0.0,0.0,0
2024-04-02,6,1007.3,1010.8,24.0,22.3,90,0.9,120,3.8,170,0.0,0.0,0.01,0
2024-04-02,7,1008.2,1011.7,24.8,22.1,85,1.1,150,2.8,130,0.0,0.0,0.35,0
2024-04-02,8,1009.5,1013.0,27.2,22.6,76,0.8,190,2.1,120,0.0,0.0,1.02,1
2024-04-02,9,1009.1,1012.6,28.2,22.2,70,1.0,160,3.4,170,0.0,0.0,1.71,3
2024-04-02,10,1009.0,1012.4,30.7,21.8,59,1.0,220,3.5,300,0.0,0.0,2.45,5
2024-04-02,11,1007.6,1011.0,31.5,21.4,55,1.7,170,5.2,160,0.0,0.0,3.02,6
2024-04-02,12,1006.2,1009.6,32.5,21.1,51,1.6,200,5.0,180,0.0,0.0,3.14,7
2024-04-02,13,1005.0,1008.4,32.8,22.3,54,1.9,300,6.1,290,0.0,0.0,2.9,7
2024-04-02,14,1004.4,1007.8,31.7,22.7,59,2.5,300,7.4,290,0.0,0.0,1.7,4
2024-04-02,15,1004.2,1007.6,31.1,22.7,61,2.5,300,8.7,290,0.0,0.0,1.48,3
2024-04-02,16,1004.8,1008.2,30.0,22.2,63,2.3,270,6.6,290,0.0,0.0,0.3,1
2024-04-02,17,1005.1,1008.5,29.4,22.7,67,1.5,260,7.4,310,0.0,0.0,0.15,0
2024-04-02,18,1006.2,1009.7,29.0,22.8,69,1.6,290,7.4,270,0.0,0.0,0.04,0
2024-04-02,19,1006.8,1010.3,28.5,22.3,69,0.8,270,6.3,290,0.0,0.0,0.0,0
2024-04-02,20,1007.7,1011.2,28.1,22.6,72,2.0,280,6.9,290,0.0,0.0,0.0,0
2024-04-02,21,1007.7,1011.2,27.9,23.3,76,1.6,270,5.2,270,0.0,0.0,0.0,0
2024-04-02,22,1008.0,1011.5,27.7,23.1,76,1.3,280,5.5,260,0.0,0.0,0.0,0
2024-04-02,23,1008.8,1012.3,27.5,22.9,76,2.2,260,7.3,280,0.0,0.0,0.0,0
2024-04-02,24,1008.4,1011.9,27.0,23.1,79,1.4,200,5.8,230,0.0,0.0,0.0,0
2024-04-03,1,1008.3,1011.8,26.7,22.3,77,1.3,230,4.4,250,0.0,0.0,0.0,0
2024-04-03,2,1007.8,1011.3,26.1,22.4,80,1.6,210,3.3,220,0.0,0.0,0.0,0
2024-04-03,3,1007.5,1011.0,26.0,22.9,83,1.0,150,2.6,180,0.0,0.0,0.0,0
2024-04-03,4,1007.6,1011.1,25.4,23.1,87,0.9,200,1.8,170,0.0,0.0,0.0,0
2024-04-03,5,1008.2,1011.7,24.9,23.0,89,1.0,170,2.9,170,0.0,0.0,0.0,0
2024-04-03,6,1008.7,1012.2,24.8,22.7,88,1.6,170,3.0,160,0.0,0.0,0.01,0
2024-04-03,7,1009.8,1013.3,25.4,22.7,85,1.1,180,2.6,170,0.0,0.0,0.28,0
2024-04-03,8,1010.5,1014.0,26.4,23.3,83,1.1,180,2.1,160,0.0,0.0,0.64,1
2024-04-03,9,1010.3,1013.8,27.5,22.2,73,0.4,180,2.5,140,0.0,0.0,1.17,2
2024-04-03,10,1009.9,1013.4,29.0,20.7,61,1.0,240,3.9,290,0.0,0.0,1.8,4
2024-04-03,11,1009.3,1012.8,29.8,21.8,62,1.0,300,5.3,340,0.0,0.0,2.52,6
2024-04-03,12,1009.0,1012.5,28.7,23.6,74,2.3,320,7.7,340,0.0,0.0,1.96,5
2024-04-03,13,1008.5,1012.0,28.5,23.4,74,2.1,330,6.4,320,0.0,0.0,1.56,5
2024-04-03,14,1008.4,1011.9,25.3,23.4,89,2.2,110,6.0,100,1.5,0.3,0.33,1
2024-04-03,15,1008.0,1011.5,24.4,23.5,95,2.0,100,6.4,80,1.5,1.0,0.15,0
2024-04-03,16,1008.0,1011.5,23.7,22.5,93,2.6,100,6.3,100,1.5,1.0,0.17,0
2024-04-03,17,1008.1,1011.6,23.6,22.2,92,3.1,110,8.1,100,0.0,0.0,0.46,0
2024-04-03,18,1008.1,1011.6,23.2,22.2,94,3.5,90,8.1,80,0.0,0.0,0.16,0
2024-04-03,19,1008.5,1012.0,23.1,22.1,94,2.1,60,7.5,90,0.0,0.0,0.0,0
2024-04-03,20,1009.6,1013.1,23.4,22.0,92,2.2,90,6.3,30,0.0,0.0,0.0,0
2024-04-03,21,1010.5,1014.0,23.2,22.0,93,4.1,90,9.3,60,0.0,0.0,0.0,0
2024-04-03,22,1012.2,1015.7,23.2,22.0,93,1.9,110,7.4,80,0.0,0.0,0.0,0
2024-04-03,23,1013.8,1017.4,22.3,20.9,92,1.2,310,5.4,340,T,0.2,0.0,0
2024-04-03,24,1014.3,1017.9,21.6,19.7,89,0.9,280,9.4,320,T,0.1,0.0,0
2024-04-04,1,1012.2,1015.8,20.8,19.1,90,3.0,130,5.8,140,0.0,0.0,0.0,0
2024-04-04,2,1010.6,1014.2,20.5,18.8,90,1.0,80,4.9,120,0.0,0.0,0.0,0
2024-04-04,3,1009.5,1013.1,20.6,18.7,89,2.9,110,5.8,100,0.0,0.0,0.0,0
2024-04-04,4,1009.7,1013.3,20.6,18.7,89,1.3,90,5.7,100,0.0,0.0,0.0,0
2024-04-04,5,1010.0,1013.6,20.7,19.0,90,2.4,100,6.4,90,0.0,0.0,0.0,0
2024-04-04,6,1010.5,1014.1,20.8,19.1,90,3.2,100,8.0,70,0.0,0.0,0.0,0
2024-04-04,7,1011.3,1014.9,21.0,19.3,90,3.1,90,7.9,100,T,0.1,0.08,0
2024-04-04,8,1012.4,1016.0,21.1,19.0,88,2.9,100,8.1,120,T,0.1,0.22,0
2024-04-04,9,1012.7,1016.3,21.0,18.8,87,3.4,100,8.1,80,0.0,0.0,0.16,0
2024-04-04,10,1012.9,1016.5,21.2,18.8,86,3.1,80,9.5,80,0.0,0.0,0.48,1
2024-04-04,11,1012.4,1016.0,21.2,18.6,85,3.8,90,8.9,100,0.0,0.0,1.03,2
2024-04-04,12,1011.8,1015.4,21.1,18.5,85,3.7,100,9.4,80,0.0,0.0,0.68,2
2024-04-04,13,1010.3,1013.9,20.7,18.5,87,5.6,100,12.4,100,0.0,0.0,1.69,4
2024-04-04,14,1010.3,1013.9,21.0,18.4,85,3.5,90,11.9,80,0.0,0.0,0.87,2
2024-04-04,15,1010.2,1013.8,21.1,18.5,85,3.6,90,12.9,150,0.0,0.0,1.07,2
2024-04-04,16,1010.8,1014.4,20.2,18.2,88,4.4,90,13.0,80,0.0,0.0,0.39,1
2024-04-04,17,1011.6,1015.2,20.3,18.1,87,3.3,90,9.6,70,0.0,0.0,0.09,0
2024-04-04,18,1012.5,1016.1,20.2,18.0,87,3.5,90,10.0,80,0.0,0.0,0.04,0
2024-04-04,19,1012.8,1016.4,20.3,17.7,85,2.5,100,9.1,100,0.0,0.0,0.0,0
2024-04-04,20,1012.7,1016.3,20.1,17.9,87,3.6,110,8.4,90,0.0,0.0,0.0,0
2024-04-04,21,1012.5,1016.1,20.1,17.9,87,2.6,100,10.0,90,0.0,0.0,0.0,0
2024-04-04,22,1012.5,1016.1,20.0,18.0,88,3.0,90,10.0,80,0.0,0.0,0.0,0
2024-04-04,23,1013.0,1016.6,20.0,18.0,88,2.8,100,9.0,100,0.0,0.0,0.0,0
2024-04-04,24,1012.5,1016.1,19.8,18.1,90,2.8,100,9.3,80,0.0,0.0,0.0,0
2024-04-05,1,1013.4,1017.0,20.3,18.4,89,2.0,120,7.1,90,0.0,0.0,0.0,0
2024-04-05,2,1013.0,1016.6,20.4,18.4,88,1.5,70,5.6,90,0.0,0.0,0.0,0
2024-04-05,3,1012.3,1015.9,20.3,18.6,90,2.2,130,4.8,100,0.0,0.0,0.0,0
2024-04-05,4,1012.0,1015.6,19.8,19.1,96,1.2,40,4.6,150,T,0.5,0.0,0
2024-04-05,5,1012.3,1015.9,20.0,19.2,95,1.2,90,3.6,70,0.5,0.3,0.0,0
2024-04-05,6,1012.0,1015.6,20.0,19.0,94,1.8,90,5.3,90,T,0.1,0.0,0
2024-04-05,7,1012.4,1016.0,20.3,19.0,92,2.6,90,6.3,90,0.0,0.0,0.12,0
2024-04-05,8,1012.4,1016.0,21.1,19.6,91,2.6,90,7.4,80,0.0,0.0,0.54,1
2024-04-05,9,1012.2,1015.8,22.4,20.0,86,2.4,60,9.5,80,0.0,0.0,1.48,3
2024-04-05,10,1012.3,1015.8,24.5,20.4,78,2.5,70,8.0,90,0.0,0.0,2.33,5
2024-04-05,11,1012.2,1015.7,23.9,20.5,81,2.2,90,11.2,80,0.0,0.0,1.64,5
2024-04-05,12,1011.8,1015.3,22.8,20.3,86,2.3,80,11.1,70,0.0,0.0,0.57,2
2024-04-05,13,1011.1,1014.6,23.3,20.5,84,2.8,100,8.6,100,0.0,0.0,1.35,4
2024-04-05,14,1010.6,1014.1,22.6,20.5,88,2.4,100,9.6,100,0.0,0.0,0.66,2
2024-04-05,15,1010.3,1013.8,22.2,20.3,89,3.0,90,7.8,80,0.0,0.0,0.37,1
2024-04-05,16,1009.9,1013.5,22.0,20.5,91,3.4,90,8.6,80,T,0.5,0.24,0
2024-04-05,17,1010.1,1013.7,21.6,20.6,94,2.8,90,8.7,90,T,0.5,0.18,0
2024-04-05,18,1009.7,1013.3,20.7,20.0,96,2.4,80,7.5,100,0.5,1.0,0.0,0
2024-04-05,19,1011.0,1014.6,21.5,20.7,95,1.8,100,5.8,70,T,0.4,0.0,0
2024-04-05,20,1011.5,1015.1,21.6,20.4,93,2.1,90,6.2,90,T,0.3,0.0,0
2024-04-05,21,1011.8,1015.4,21.5,20.5,94,2.9,90,6.3,80,T,0.2,0.0,0
2024-04-05,22,1011.6,1015.2,21.4,20.4,94,2.9,90,8.5,80,0.0,0.0,0.0,0
2024-04-05,23,1011.4,1015.0,21.1,20.1,94,3.1,90,8.1,80,0.0,0.0,0.0,0
2024-04-05,24,1010.9,1014.5,21.0,20.0,94,2.9,90,9.7,70,0.0,0.0,0.0,0
2024-04-06,1,1010.1,1013.7,21.0,19.8,93,2.9,90,8.3,90,0.0,0.0,0.0,0
2024-04-06,2,1009.2,1012.8,21.0,19.7,92,3.5,90,9.7,100,0.0,0.0,0.0,0
2024-04-06,3,1009.3,1012.9,21.0,20.0,94,2.4,80,7.0,60,0.0,0.0,0.0,0
2024-04-06,4,1009.6,1013.2,20.7,20.2,97,2.0,120,6.5,70,T,0.6,0.0,0
2024-04-06,5,1009.1,1012.7,20.6,20.1,97,2.7,90,7.3,120,0.5,1.0,0.0,0
2024-04-06,6,1009.7,1013.3,20.7,20.0,96,2.4,80,7.5,100,0.5,0.5,0.0,0
2024-04-06,7,1010.1,1013.7,20.5,20.0,97,3.8,100,8.3,90,3.0,0.8,0.02,0
2024-04-06,8,1011.0,1014.6,21.1,20.4,96,2.7,120,7.7,80,T,0.2,0.3,0
2024-04-06,9,1011.2,1014.8,21.4,20.2,93,2.5,90,8.0,70,T,0.3,0.84,2
2024-04-06,10,1010.5,1014.1,21.9,20.0,89,3.1,100,8.4,100,0.0,0.0,1.27,4
2024-04-06,11,1009.7,1013.2,22.7,20.4,87,3.1,100,9.4,90,0.0,0.0,1.84,6
2024-04-06,12,1009.7,1013.2,23.0,20.7,87,4.1,90,10.0,90,0.0,0.0,2.27,7
2024-04-06,13,1009.2,1012.7,23.9,21.0,84,3.0,100,8.4,80,0.0,0.0,2.87,9
2024-04-06,14,1008.6,1012.1,23.7,21.0,85,2.6,90,6.0,90,0.0,0.0,2.04,6
2024-04-06,15,1008.0,1011.5,23.7,21.2,86,1.7,50,7.7,110,0.0,0.0,1.41,4
2024-04-06,16,1007.7,1011.2,22.8,20.9,89,4.0,90,10.5,100,0.0,0.0,0.93,2
2024-04-06,17,1007.8,1011.3,22.6,20.7,89,3.5,80,9.0,110,0.0,0.0,0.33,1
2024-04-06,18,1007.6,1011.1,22.4,20.9,91,3.1,100,9.3,100,0.0,0.0,0.09,0
2024-04-06,19,1008.5,1012.0,22.2,20.8,92,2.6,90,7.9,100,0.0,0.0,0.0,0
2024-04-06,20,1008.9,1012.4,22.1,20.7,92,3.8,90,9.8,90,0.0,0.0,0.0,0
2024-04-06,21,1009.2,1012.8,21.7,21.0,96,3.2,90,8.4,70,T,0.1,0.0,0
2024-04-06,22,1009.6,1013.2,21.8,21.1,96,2.9,90,8.9,120,0.0,0.0,0.0,0
2024-04-06,23,1009.3,1012.8,22.0,21.2,95,2.5,100,8.2,80,0.0,0.0,0.0,0
2024-04-06,24,1009.0,1012.5,22.0,21.0,94,2.2,90,7.2,50,0.0,0.0,0.0,0
2024-04-07,1,1008.4,1011.9,22.1,20.9,93,2.0,100,6.8,80,0.0,0.0,0.0,0
2024-04-07,2,1007.8,1011.3,22.0,21.0,94,2.1,130,4.6,80,0.0,0.0,0.0,0
2024-04-07,3,1007.6,1011.1,22.0,21.3,96,0.7,120,3.6,130,T,0.2,0.0,0
2024-04-07,4,1007.7,1011.2,22.1,21.6,97,0.7,110,2.9,110,0.0,0.0,0.0,0
2024-04-07,5,1008.1,1011.6,22.2,21.7,97,1.1,150,1.9,130,0.0,0.0,0.0,0
2024-04-07,6,1008.5,1012.0,22.2,21.4,95,1.1,120,2.3,120,0.0,0.0,0.0,0
2024-04-07,7,1008.5,1012.0,22.5,21.7,95,1.3,120,2.9,100,T,0.1,0.13,0
2024-04-07,8,1009.0,1012.5,22.7,21.9,95,1.0,90,2.9,100,T,0.5,0.16,0
2024-04-07,9,1010.1,1013.6,22.7,22.2,97,0.7,340,2.5,70,0.5,1.0,0.16,0
2024-04-07,10,1010.2,1013.7,23.2,22.4,95,1.0,140,2.0,140,T,0.3,0.4,1
2024-04-07,11,1009.5,1013.0,23.5,22.5,94,0.7,40,2.2,130,0.0,0.0,0.58,2
2024-04-07,12,1009.3,1012.8,22.7,22.2,97,2.0,330,6.7,330,4.5,0.9,0.35,1
2024-04-07,13,1008.6,1012.1,23.4,22.4,94,1.3,280,4.5,320,0.5,0.1,0.64,2
2024-04-07,14,1007.7,1011.2,23.8,22.8,94,1.4,320,4.1,310,0.0,0.0,0.52,2
2024-04-07,15,1007.4,1010.9,23.6,22.4,93,2.7,330,5.0,100,0.0,0.0,0.37,1
2024-04-07,16,1007.6,1011.1,23.2,21.7,91,3.9,330,7.4,330,0.0,0.0,0.31,1
2024-04-07,17,1008.4,1011.9,22.9,21.5,92,2.0,320,7.0,340,0.0,0.0,0.09,0
2024-04-07,18,1008.8,1012.3,22.8,21.4,92,0.7,300,5.7,340,0.0,0.0,0.02,0
2024-04-07,19,1009.7,1013.2,23.2,21.3,89,1.5,310,5.8,320,0.0,0.0,0.0,0
2024-04-07,20,1010.6,1014.1,22.5,21.0,91,1.6,330,5.4,320,0.0,0.0,0.0,0
2024-04-07,21,1011.7,1015.3,21.5,20.8,96,2.4,150,4.8,150,0.5,0.6,0.0,0
2024-04-07,22,1012.5,1016.1,20.1,19.6,97,2.2,100,7.9,90,9.0,1.0,0.0,0
2024-04-07,23,1012.9,1016.5,19.5,18.8,96,2.6,100,7.6,80,3.0,0.8,0.0,0
2024-04-07,24,1012.7,1016.3,18.8,18.3,97,2.8,110,8.9,60,1.5,0.7,0.0,0
2024-04-08,1,1012.3,1015.9,18.4,17.9,97,2.7,100,8.1,100,T,0.5,0.0,0
2024-04-08,2,1012.2,1015.8,18.4,17.8,96,2.6,110,7.4,130,T,0.2,0.0,0
2024-04-08,3,1012.5,1016.1,18.4,17.6,95,3.3,110,7.4,90,0.0,0.0,0.0,0
2024-04-08,4,1012.7,1016.3,18.4,17.4,94,1.9,120,6.2,120,0.0,0.0,0.0,0
2024-04-08,5,1013.0,1016.6,18.4,17.4,94,2.1,100,5.2,80,0.0,0.0,0.0,0
2024-04-08,6,1013.7,1017.3,18.7,17.4,92,1.4,110,5.7,120,0.0,0.0,0.0,0
2024-04-08,7,1014.1,1017.7,18.8,17.3,91,1.9,100,4.7,80,T,0.2,0.02,0
2024-04-08,8,1015.3,1018.9,19.0,17.5,91,2.5,120,6.5,60,0.0,0.0,0.08,0
2024-04-08,9,1015.6,1019.2,18.7,17.4,92,2.7,110,5.9,90,T,0.9,0.15,0
2024-04-08,10,1016.3,1019.9,19.2,16.8,86,2.7,100,8.5,60,T,0.4,0.2,1
2024-04-08,11,1016.4,1020.0,19.1,16.5,85,2.4,90,6.5,70,0.0,0.0,0.21,1
2024-04-08,12,1015.9,1019.5,19.0,16.6,86,2.7,100,6.8,80,T,0.5,0.32,1
2024-04-08,13,1015.7,1019.3,19.0,16.8,87,2.6,90,7.7,90,0.5,0.6,0.67,2
2024-04-08,14,1015.5,1019.1,18.8,16.8,88,2.7,100,7.6,90,T,0.2,0.28,1
2024-04-08,15,1015.3,1018.9,18.9,16.7,87,3.1,90,9.1,140,T,0.6,0.33,1
2024-04-08,16,1015.5,1019.1,19.4,15.9,80,1.9,90,8.4,70,0.0,0.0,0.28,1
2024-04-08,17,1015.5,1019.1,19.3,15.4,78,3.4,90,8.9,70,T,0.4,0.18,0
2024-04-08,18,1015.3,1018.9,19.4,15.3,77,3.2,100,9.9,60,0.0,0.0,0.1,0
2024-04-08,19,1015.3,1018.9,19.5,14.8,74,3.0,100,8.6,110,0.0,0.0,0.0,0
2024-04-08,20,1015.8,1019.4,19.4,14.7,74,2.6,110,9.4,80,0.0,0.0,0.0,0
2024-04-08,21,1016.1,1019.7,19.6,15.1,75,3.2,100,9.2,110,0.0,0.0,0.0,0
2024-04-08,22,1015.9,1019.5,18.9,16.0,83,2.9,100,9.2,60,T,0.3,0.0,0
2024-04-08,23,1015.2,1018.8,19.4,15.9,80,3.3,100,10.5,130,0.5,0.1,0.0,0
2024-04-08,24,1014.2,1017.8,19.6,16.3,81,3.9,100,9.8,80,0.0,0.0,0.0,0
2024-04-09,1,1013.5,1017.1,19.8,16.6,82,3.6,90,9.6,100,0.0,0.0,0.0,0
2024-04-09,2,1013.1,1016.7,20.0,17.2,84,4.4,90,10.0,60,T,0.1,0.0,0
2024-04-09,3,1013.0,1016.6,20.2,18.0,87,3.8,90,9.6,80,T,0.2,0.0,0
2024-04-09,4,1013.3,1016.9,20.2,18.5,90,3.0,90,9.3,80,T,0.1,0.0,0
2024-04-09,5,1013.5,1017.1,19.8,19.3,97,3.3,90,7.4,70,0.5,0.8,0.0,0
2024-04-09,6,1014.2,1017.8,20.1,19.4,96,3.2,90,7.8,80,0.5,0.5,0.0,0
2024-04-09,7,1014.6,1018.2,20.0,19.3,96,2.6,100,8.0,70,1.5,0.4,0.03,0
2024-04-09,8,1014.7,1018.3,20.4,19.6,95,3.3,90,7.7,80,0.0,0.0,0.19,0
2024-04-09,9,1015.0,1018.6,21.2,20.0,93,2.3,100,8.4,80,T,0.7,0.39,1
2024-04-09,10,1015.1,1018.7,22.3,19.7,85,3.0,90,7.7,100,T,0.5,0.95,3
2024-04-09,11,1015.3,1018.9,22.2,19.8,86,2.2,100,7.8,80,0.5,1.0,0.55,2
2024-04-09,12,1014.7,1018.3,22.2,20.1,88,2.2,100,6.7,80,T,0.9,0.8,3
2024-04-09,13,1013.9,1017.5,22.5,20.0,86,2.2,90,6.6,80,0.0,0.0,0.54,2
2024-04-09,14,1013.4,1017.0,21.5,20.1,92,3.0,90,8.3,90,2.5,0.8,0.48,2
2024-04-09,15,1012.7,1016.3,21.9,20.2,90,2.7,80,7.9,60,0.0,0.0,0.48,1
2024-04-09,16,1012.6,1016.2,22.3,19.9,86,3.1,90,7.4,90,T,0.1,0.33,1
2024-04-09,17,1012.7,1016.3,22.5,19.5,83,2.6,90,7.2,70,0.0,0.0,0.23,0
2024-04-09,18,1012.7,1016.3,22.6,19.2,81,2.9,90,7.4,80,0.0,0.0,0.06,0
2024-04-09,19,1012.8,1016.4,22.7,18.5,77,2.5,90,7.3,80,0.0,0.0,0.0,0
2024-04-09,20,1013.4,1017.0,22.7,18.5,77,2.0,90,6.4,80,0.0,0.0,0.0,0
2024-04-09,21,1013.6,1017.2,22.8,18.6,77,2.3,90,6.0,90,0.0,0.0,0.0,0
2024-04-09,22,1013.8,1017.4,22.8,18.6,77,2.3,90,6.9,90,0.0,0.0,0.0,0
2024-04-09,23,1013.7,1017.3,22.7,18.9,79,1.9,90,5.4,60,0.0,0.0,0.0,0
2024-04-09,24,1013.2,1016.8,22.6,18.8,79,2.1,90,5.2,80,0.0,0.0,0.0,0
2024-04-10,1,1012.8,1016.4,21.7,19.1,85,0.6,140,3.4,90,0.0,0.0,0.0,0
2024-04-10,2,1012.2,1015.8,21.6,19.3,87,1.6,180,3.1,170,0.0,0.0,0.0,0
2024-04-10,3,1011.7,1015.3,20.8,18.9,89,0.9,170,3.2,180,0.0,0.0,0.0,0
2024-04-10,4,1012.1,1015.7,21.2,18.8,86,1.6,140,3.2,150,0.0,0.0,0.0,0
2024-04-10,5,1012.5,1016.1,20.3,18.6,90,1.2,210,4.5,150,0.0,0.0,0.0,0
2024-04-10,6,1012.7,1016.3,20.7,18.8,89,1.1,160,3.4,180,0.0,0.0,0.01,0
2024-04-10,7,1013.2,1016.8,21.4,18.8,85,0.7,150,3.6,170,0.0,0.0,0.25,0
2024-04-10,8,1013.6,1017.2,22.7,19.1,80,0.5,130,3.2,170,0.0,0.0,1.0,1
2024-04-10,9,1013.7,1017.2,25.4,20.7,75,1.3,140,2.5,170,0.0,0.0,1.52,3
2024-04-10,10,1013.6,1017.1,25.6,20.4,73,0.5,180,3.0,150,0.0,0.0,1.5,4
2024-04-10,11,1013.2,1016.7,27.3,20.9,68,1.5,340,3.0,320,0.0,0.0,2.32,6
2024-04-10,12,1012.9,1016.4,27.9,21.0,66,1.1,300,4.5,330,0.0,0.0,2.72,7
2024-04-10,13,1012.3,1015.8,28.0,21.8,69,0.6,280,3.5,320,0.0,0.0,1.86,6
2024-04-10,14,1011.4,1014.9,27.8,22.1,71,3.5,330,6.2,330,0.0,0.0,1.71,4
2024-04-10,15,1010.7,1014.2,28.1,22.6,72,2.7,320,6.1,340,0.0,0.0,1.94,4
2024-04-10,16,1010.4,1013.9,27.6,22.1,72,2.1,320,6.0,330,0.0,0.0,1.5,2
2024-04-10,17,1010.5,1014.0,27.1,22.1,74,1.2,320,4.1,340,0.0,0.0,0.98,1
2024-04-10,18,1010.5,1014.0,25.8,21.3,76,1.6,80,5.2,90,0.0,0.0,0.25,0
2024-04-10,19,1011.0,1014.5,25.1,20.8,77,2.5,50,5.4,40,0.0,0.0,0.0,0
2024-04-10,20,1011.7,1015.2,24.7,20.4,77,1.2,80,5.2,60,0.0,0.0,0.0,0
2024-04-10,21,1012.0,1015.5,24.1,20.4,80,1.5,110,3.2,70,0.0,0.0,0.0,0
2024-04-10,22,1012.1,1015.6,23.7,20.7,83,1.2,90,3.9,100,0.0,0.0,0.0,0
2024-04-10,23,1011.8,1015.3,23.2,20.7,86,1.0,200,2.6,110,0.0,0.0,0.0,0
2024-04-10,24,1010.6,1014.1,22.7,21.0,90,1.1,140,2.9,170,0.0,0.0,0.0,0
2024-04-11,1,1010.2,1013.7,22.4,21.2,93,1.1,210,1.6,210,0.0,0.0,0.0,0
2024-04-11,2,1010.7,1014.2,22.6,21.1,91,1.3,190,2.2,360,0.0,0.0,0.0,0
2024-04-11,3,1010.5,1014.0,22.5,21.1,92,1.4,340,2.9,330,0.0,0.0,0.0,0
2024-04-11,4,1010.1,1013.6,22.7,21.0,90,1.3,170,2.2,150,0.0,0.0,0.0,0
2024-04-11,5,1010.0,1013.5,22.4,20.9,91,1.3,170,2.7,160,0.0,0.0,0.0,0
2024-04-11,6,1010.3,1013.8,22.2,20.7,91,0.9,140,1.9,140,0.0,0.0,0.01,0
2024-04-11,7,1010.7,1014.2,22.9,21.0,89,0.6,140,2.1,180,0.0,0.0,0.16,0
2024-04-11,8,1010.8,1014.3,24.0,21.5,86,0.4,120,1.3,100,0.0,0.0,0.62,1
2024-04-11,9,1010.8,1014.3,25.7,22.6,83,0.7,340,2.6,330,0.0,0.0,1.3,2
2024-04-11,10,1010.2,1013.7,26.8,22.7,78,1.2,250,3.9,240,0.0,0.0,1.76,4
2024-04-11,11,1009.9,1013.4,28.1,22.8,73,0.9,270,4.3,340,0.0,0.0,2.56,6
2024-04-11,12,1009.6,1013.1,28.7,23.6,74,1.6,310,5.5,350,0.0,0.0,2.76,6
2024-04-11,13,1009.2,1012.7,28.6,23.7,75,2.5,330,6.4,340,0.0,0.0,2.11,5
2024-04-11,14,1008.5,1012.0,28.3,23.5,75,1.6,300,6.1,320,0.0,0.0,2.01,4
2024-04-11,15,1007.9,1011.4,28.8,23.3,72,1.6,290,4.7,290,0.0,0.0,1.65,3
2024-04-11,16,1007.6,1011.1,27.9,22.9,74,1.2,330,3.9,330,0.0,0.0,0.54,1
2024-04-11,17,1008.0,1011.5,27.4,22.8,76,1.4,330,4.2,300,0.0,0.0,0.19,0
2024-04-11,18,1008.6,1012.1,26.6,22.7,79,1.0,300,4.2,320,0.0,0.0,0.06,0
2024-04-11,19,1008.4,1011.9,26.2,22.7,81,0.7,210,3.7,360,0.0,0.0,0.0,0
2024-04-11,20,1009.1,1012.6,26.3,22.6,80,0.6,V,2.6,330,0.0,0.0,0.0,0
2024-04-11,21,1009.5,1013.0,25.9,22.4,81,0.9,100,2.9,350,0.0,0.0,0.0,0
2024-04-11,22,1009.7,1013.2,26.0,22.3,80,1.0,320,3.4,350,0.0,0.0,0.0,0
2024-04-11,23,1009.6,1013.1,25.6,22.5,83,0.9,170,2.9,330,0.0,0.0,0.0,0
2024-04-11,24,1009.4,1012.9,24.9,23.0,89,0.7,80,2.3,20,0.0,0.0,0.0,0
